ATTRACTIONID,FOODID,DISTANCE
28,73,15.862
28,74,20.529
28,75,21.521
25,76,5.856
25,77,12.462
25,78,14.67
25,79,13.407
25,80,10.159
25,81,9.231
25,82,7.258
25,83,7.867
25,84,8.231
25,85,7.804
25,86,9.217
25,87,12.956
25,88,6.776
25,89,7.328
25,90,6.652
25,91,9.391
25,92,7.218
25,93,15.126
25,94,11.415
25,95,22.073
25,96,28.53
25,97,21.698
25,98,4.358
25,99,7.554
25,100,5.712
26,76,5.721
26,77,12.327
26,78,14.535
26,79,13.272
26,80,10.025
26,81,9.097
26,82,7.124
26,83,7.732
26,84,8.097
26,85,7.67
26,86,9.083
26,87,12.822
26,88,6.642
26,89,7.193
26,90,6.517
26,91,9.256
26,92,7.083
26,93,14.992
26,94,11.281
26,95,21.939
26,96,28.396
26,97,21.564
26,98,4.223
26,99,7.419
26,100,5.578
27,76,4.935
27,77,6.971
27,78,13.166
27,79,12.565
27,80,9.377
27,81,9.331
27,82,6.254
27,83,7.025
27,84,8.331
27,85,6.962
27,86,9.292
27,87,13.056
27,88,5.772
27,89,7.428
27,90,5.764
27,91,9.491
27,92,7.317
27,93,13.623
27,94,7.602
27,95,22.173
27,96,26.627
27,97,20.856
27,98,3.475
27,99,7.653
27,100,4.825
28,76,14.462
28,77,9.293
28,78,19.508
28,79,7.009
28,80,12.41
28,81,12.876
28,82,13.076
28,83,12.633
28,84,17.336
28,85,12.612
28,86,22.201
28,87,22.061
28,88,12.594
28,89,16.433
28,90,12.103
28,91,12.059
28,92,17.809
28,93,14.473
28,94,9.109
28,95,31.178
28,96,12.746
28,97,11.675
28,98,15.916
28,99,16.658
28,100,11.996
25,101,2.755
25,102,22.994
25,103,2.108
25,104,11.858
25,105,4.296
25,106,2.685
25,107,2.7
25,108,0.955
25,109,2.039
25,110,5.485
25,111,17.185
25,112,3.755
25,113,8.586
25,114,1.75
25,115,9.121
25,116,27.046
25,117,9.203
25,118,11.656
25,119,3.064
25,120,3.765
25,121,3.818
25,122,9.74
25,123,3.269
25,124,7.601
25,125,2.884
26,101,2.62
26,102,22.86
26,103,1.973
26,104,11.723
26,105,4.162
26,106,2.55
26,107,2.566
26,108,0.82
26,109,1.904
26,110,5.35
26,111,17.05
26,112,3.621
26,113,8.451
26,114,1.615
26,115,8.987
26,116,26.912
26,117,9.068
26,118,11.522
26,119,2.929
26,120,3.631
26,121,3.684
26,122,9.606
26,123,3.135
26,124,7.466
26,125,2.749
27,101,2.906
27,102,21.491
27,103,2.761
27,104,11.702
27,105,3.409
27,106,2.836
27,107,1.813
27,108,1.093
27,109,1.151
27,110,4.339
27,111,16.343
27,112,2.868
27,113,8.686
27,114,1.85
27,115,9.196
27,116,25.543
27,117,9.277
27,118,9.4
27,119,2.355
27,120,2.619
27,121,2.672
27,122,9.732
27,123,3.922
27,124,6.521
27,125,2.176
28,101,16.865
28,102,18.19
28,103,16.697
28,104,17.716
28,105,12.598
28,106,16.177
28,107,11.482
28,108,19.571
28,109,12.416
28,110,11.884
28,111,5.473
28,112,15.852
28,113,17.691
28,114,20.016
28,115,22.105
28,116,12.69
28,117,22.187
28,118,14.483
28,119,12.604
28,120,13.362
28,121,13.415
28,122,18.194
28,123,15.913
28,124,10.968
28,125,13.448
25,126,17.734
25,127,17.462
25,128,6.751
25,129,10.32
25,130,21.56
25,131,24.354
25,132,9.688
25,133,5.93
25,134,18.199
25,135,17.478
25,136,23.928
25,137,16.749
25,138,14.815
25,139,25.85
25,140,5.926
25,141,20.08
25,142,16.72
25,143,11.119
25,144,12.505
25,145,21.247
25,146,27.1
25,147,25.917
25,148,13.372
25,149,14.065
25,150,26.36
26,126,17.599
26,127,17.328
26,128,6.616
26,129,10.185
26,130,21.425
26,131,24.219
26,132,9.553
26,133,5.796
26,134,18.065
26,135,17.343
26,136,23.794
26,137,16.614
26,138,14.681
26,139,25.716
26,140,5.791
26,141,19.945
26,142,16.586
26,143,10.985
26,144,12.37
26,145,21.113
26,146,26.965
26,147,25.782
26,148,13.237
26,149,13.93
26,150,26.225
27,126,17.808
27,127,17.562
27,128,5.605
27,129,10.419
27,130,16.157
27,131,23.512
27,132,10.122
27,133,6.03
27,134,18.299
27,135,17.578
27,136,23.086
27,137,16.849
27,138,14.915
27,139,24.347
27,140,5.038
27,141,19.238
27,142,16.82
27,143,7.306
27,144,11.617
27,145,20.406
27,146,25.596
27,147,20.514
27,148,11.868
27,149,12.561
27,150,25.518
28,126,26.139
28,127,26.494
28,128,10.63
28,129,19.424
28,130,4.921
28,131,13.942
28,132,11.286
28,133,17.758
28,134,27.304
28,135,26.528
28,136,15.32
28,137,27.47
28,138,23.865
28,139,17.225
28,140,11.416
28,141,13.208
28,142,25.825
28,143,8.813
28,144,11.735
28,145,4.013
28,146,15.424
28,147,6.721
28,148,18.21
28,149,18.904
28,150,16.172
25,151,12.575
25,152,12.79
25,153,27.299
25,154,1.988
25,155,12.513
25,156,16.281
25,157,27.046
25,158,17.734
25,159,22.336
25,160,7.373
25,161,7.373
25,162,21.173
25,163,21.378
25,164,22.137
25,165,22.474
25,166,7.71
25,167,14.594
25,168,17.906
25,169,5.75
25,170,12.74
25,171,22.336
25,172,16.375
25,173,17.051
25,174,21.895
25,175,15.6
26,151,12.44
26,152,12.655
26,153,27.164
26,154,1.853
26,155,12.378
26,156,16.146
26,157,26.912
26,158,17.599
26,159,22.202
26,160,7.238
26,161,7.238
26,162,21.039
26,163,21.244
26,164,22.002
26,165,22.34
26,166,7.575
26,167,14.46
26,168,17.771
26,169,5.616
26,170,12.606
26,171,22.202
26,172,16.24
26,173,16.916
26,174,21.761
26,175,15.465
27,151,11.688
27,152,11.948
27,153,25.795
27,154,1.101
27,155,11.671
27,156,16.38
27,157,25.543
27,158,17.808
27,159,16.933
27,160,7.364
27,161,7.364
27,162,15.812
27,163,15.975
27,164,21.295
27,165,20.971
27,166,7.809
27,167,14.694
27,168,18.006
27,169,4.604
27,170,12.84
27,171,16.933
27,172,14.871
27,173,16.209
27,174,20.392
27,175,15.7
28,151,3.29
28,152,6.885
28,153,12.838
28,154,12.723
28,155,7.516
28,156,25.385
28,157,12.69
28,158,26.139
28,159,4.682
28,160,14.185
28,161,14.185
28,162,23.839
28,163,3.809
28,164,12.877
28,165,18.496
28,166,16.814
28,167,23.699
28,168,26.975
28,169,10.634
28,170,21.845
28,171,4.682
28,172,21.213
28,173,5.282
28,174,18.446
28,175,19.302
25,176,15.881
25,177,17.108
25,178,17.108
25,179,17.018
25,180,17.806
25,181,14.066
25,182,3.485
25,183,15.516
25,184,15.516
25,185,22.137
25,186,26.911
25,187,22.474
25,188,10.313
25,189,10.313
25,190,2.109
25,191,15.082
25,192,5.182
25,193,3.786
25,194,28.013
25,195,27.549
25,196,1.75
25,197,15.658
25,198,15.36
25,199,5.773
25,200,19.934
26,176,15.747
26,177,16.974
26,178,16.974
26,179,16.883
26,180,17.672
26,181,13.931
26,182,3.35
26,183,15.382
26,184,15.382
26,185,22.002
26,186,26.776
26,187,22.34
26,188,10.178
26,189,10.178
26,190,1.975
26,191,14.948
26,192,5.047
26,193,3.651
26,194,27.879
26,195,27.414
26,196,1.615
26,197,15.524
26,198,15.226
26,199,5.638
26,200,19.799
27,176,14.378
27,177,16.266
27,178,16.266
27,179,16.176
27,180,16.964
27,181,14.166
27,182,2.399
27,183,15.616
27,184,15.616
27,185,21.295
27,186,27.757
27,187,20.971
27,188,9.471
27,189,9.471
27,190,1.222
27,191,15.182
27,192,3.568
27,193,2.934
27,194,26.51
27,195,22.146
27,196,1.85
27,197,15.758
27,198,15.46
27,199,4.886
27,200,20.008
28,176,20.72
28,177,6.853
28,178,6.853
28,179,5.815
28,180,5.255
28,181,19.212
28,182,10.905
28,183,24.567
28,184,24.567
28,185,12.877
28,186,11.127
28,187,18.496
28,188,8.628
28,189,8.628
28,190,12.643
28,191,24.132
28,192,14.71
28,193,15.167
28,194,16.338
28,195,6.125
28,196,20.016
28,197,24.763
28,198,24.465
28,199,11.716
28,200,30.223
25,201,19.402
25,202,5.154
25,203,3.148
25,204,5.953
25,205,25.51
25,206,9.74
25,207,25.88
25,208,21.209
25,209,26.322
25,210,13.121
25,211,21.98
25,212,15.711
25,213,25.12
25,214,14.001
25,215,23.76
25,216,4.179
25,217,20.256
25,218,20.256
25,219,2.043
25,220,15.567
25,221,15.582
25,222,3.921
25,223,7.424
25,224,12.362
25,225,25.532
26,201,19.267
26,202,5.019
26,203,3.013
26,204,5.818
26,205,25.376
26,206,9.606
26,207,25.745
26,208,21.075
26,209,26.188
26,210,12.987
26,211,21.846
26,212,15.577
26,213,24.986
26,214,13.867
26,215,23.625
26,216,4.045
26,217,20.121
26,218,20.121
26,219,1.908
26,220,15.432
26,221,15.448
26,222,3.786
26,223,7.29
26,224,12.228
26,225,25.398
27,201,19.476
27,202,4.271
27,203,2.46
27,204,5.066
27,205,24.007
27,206,9.732
27,207,20.477
27,208,15.848
27,209,24.819
27,210,11.617
27,211,20.477
27,212,15.811
27,213,23.616
27,214,13.159
27,215,22.918
27,216,4.279
27,217,20.356
27,218,20.356
27,219,1.855
27,220,15.667
27,221,15.682
27,222,3.28
27,223,7.416
27,224,10.859
27,225,20.129
28,201,29.691
28,202,14.036
28,203,17.151
28,204,11.565
28,205,12.718
28,206,18.194
28,207,6.667
28,208,23.874
28,209,14.647
28,210,13.431
28,211,18.531
28,212,24.762
28,213,17.43
28,214,5.97
28,215,17.265
28,216,16.811
28,217,29.134
28,218,29.134
28,219,12.398
28,220,24.672
28,221,24.687
28,222,13.181
28,223,14.236
28,224,13.457
28,225,6.14
25,226,11.656
25,227,6.705
25,228,1.927
25,229,24.197
25,230,4.53
26,226,11.522
26,227,6.571
26,228,1.793
26,229,24.062
26,230,4.395
27,226,9.4
27,227,6.805
27,228,0.933
27,229,22.693
27,230,3.445
28,226,14.483
28,227,17.296
28,228,13.176
28,229,17.085
28,230,11.846
29,1,11.976
29,2,2.192
29,3,17.693
29,4,2.981
29,5,4.248
29,6,15.656
29,7,12.747
29,8,9.611
29,9,13.831
29,10,15.64
29,11,15.64
29,12,15.64
29,13,8.114
29,14,7.033
29,15,1.778
29,16,1.625
29,17,4.889
29,18,4.69
29,19,7.796
29,20,12.533
29,21,15.544
29,22,17.882
29,23,9.483
29,24,2.352
29,25,2.768
30,1,17.041
30,2,0.637
30,3,16.032
30,4,2.985
30,5,6.322
30,6,16.412
30,7,12.913
30,8,10.367
30,9,12.17
30,10,13.979
30,11,13.979
30,12,13.979
30,13,11.482
30,14,8.703
30,15,1.944
30,16,0.0
30,17,5.055
30,18,6.205
30,19,7.628
30,20,12.699
30,21,15.709
30,22,18.637
30,23,10.239
30,24,2.356
30,25,2.772
31,1,21.433
31,2,23.708
31,3,6.157
31,4,23.307
31,5,16.942
31,6,26.733
31,7,22.156
31,8,27.37
31,9,11.881
31,10,11.211
31,11,11.211
31,12,11.211
31,13,24.543
31,14,14.938
31,15,22.076
31,16,23.856
31,17,18.7
31,18,16.182
31,19,29.993
31,20,21.942
31,21,22.018
31,22,36.821
31,23,25.883
31,24,22.677
31,25,23.093
32,1,13.007
32,2,2.839
32,3,12.93
32,4,4.135
32,5,1.93
32,6,10.757
32,7,12.374
32,8,11.325
32,9,9.068
32,10,10.877
32,11,10.877
32,12,10.877
32,13,8.11
32,14,4.403
32,15,2.005
32,16,2.272
32,17,3.071
32,18,2.09
32,19,9.739
32,20,12.16
32,21,15.17
32,22,19.596
32,23,11.197
32,24,4.059
32,25,3.931
29,26,5.048
29,27,3.027
29,28,5.876
29,29,2.287
29,30,13.801
29,31,4.345
29,32,2.69
29,33,3.907
29,34,11.732
29,35,11.732
29,36,11.732
29,37,11.732
29,38,11.732
29,39,11.732
29,40,11.732
29,41,11.732
29,42,11.732
29,43,11.732
29,44,11.732
29,45,10.967
29,46,13.161
29,47,12.949
29,48,17.785
29,49,9.98
29,50,12.492
30,26,4.866
30,27,5.358
30,28,5.695
30,29,2.291
30,30,14.714
30,31,4.975
30,32,2.508
30,33,3.726
30,34,11.958
30,35,11.958
30,36,11.958
30,37,11.958
30,38,11.958
30,39,11.958
30,40,11.958
30,41,11.958
30,42,11.958
30,43,11.958
30,44,11.958
30,45,12.513
30,46,13.327
30,47,13.114
30,48,18.54
30,49,10.146
30,50,12.658
31,26,26.726
31,27,20.988
31,28,26.993
31,29,22.949
31,30,12.41
31,31,27.314
31,32,23.12
31,33,24.337
31,34,12.68
31,35,12.68
31,36,12.68
31,37,12.68
31,38,12.68
31,39,12.68
31,40,12.68
31,41,12.68
31,42,12.68
31,43,12.68
31,44,12.68
31,45,16.905
31,46,23.916
31,47,21.001
31,48,32.004
31,49,15.509
31,50,21.301
32,26,6.859
32,27,0.707
32,28,7.687
32,29,3.267
32,30,10.68
32,31,6.327
32,32,4.501
32,33,5.718
32,34,5.858
32,35,5.858
32,36,5.858
32,37,5.858
32,38,5.858
32,39,5.858
32,40,5.858
32,41,5.858
32,42,5.858
32,43,5.858
32,44,5.858
32,45,8.479
32,46,12.788
32,47,12.575
32,48,19.499
32,49,4.454
32,50,12.875
29,51,12.145
29,52,16.944
29,53,11.648
29,54,3.631
29,55,14.183
29,56,11.311
29,57,9.815
29,58,11.813
29,59,11.823
29,60,11.562
29,61,14.47
29,62,10.53
29,63,29.666
29,64,12.859
29,65,12.82
29,66,21.102
29,67,14.05
29,68,7.306
29,69,17.166
29,70,12.963
29,71,16.441
29,72,17.878
29,73,1.367
29,74,14.933
29,75,16.938
30,51,12.311
30,52,17.699
30,53,12.404
30,54,3.449
30,55,14.939
30,56,11.476
30,57,10.57
30,58,12.569
30,59,11.988
30,60,7.242
30,61,13.495
30,62,8.869
30,63,30.978
30,64,13.614
30,65,13.575
30,66,21.857
30,67,12.389
30,68,8.976
30,69,16.191
30,70,13.128
30,71,15.465
30,72,16.217
30,73,0.696
30,74,15.098
30,75,15.962
31,51,20.198
31,52,32.036
31,53,29.47
31,54,26.948
31,55,34.515
31,56,19.363
31,57,26.061
31,58,30.474
31,59,18.788
31,60,13.218
31,61,10.837
31,62,18.6
31,63,29.556
31,64,31.704
31,65,31.665
31,66,35.321
31,67,14.048
31,68,14.238
31,69,7.53
31,70,18.532
31,71,8.101
31,72,6.116
31,73,24.502
31,74,18.888
31,75,9.993
32,51,11.772
32,52,18.658
32,53,13.362
32,54,5.427
32,55,15.897
32,56,10.937
32,57,8.64
32,58,13.527
32,59,11.449
32,60,5.193
32,61,9.46
32,62,5.793
32,63,26.944
32,64,14.573
32,65,14.534
32,66,22.816
32,67,9.287
32,68,4.676
32,69,12.156
32,70,12.589
32,71,11.431
32,72,13.115
32,73,2.7
32,74,14.559
32,75,11.928
29,76,9.837
29,77,10.297
29,78,14.555
29,79,11.243
29,80,10.766
29,81,11.267
29,82,4.357
29,83,6.942
29,84,12.753
29,85,6.922
29,86,13.038
29,87,17.478
29,88,3.875
29,89,11.85
29,90,7.154
29,91,10.7
29,92,13.225
29,93,15.012
29,94,9.251
29,95,26.595
29,96,28.016
29,97,19.534
29,98,2.834
29,99,12.075
29,100,6.214
30,76,7.417
30,77,11.053
30,78,14.721
30,79,11.998
30,80,10.932
30,81,12.778
30,82,4.815
30,83,6.775
30,84,11.778
30,85,6.754
30,86,11.377
30,87,16.503
30,88,4.334
30,89,10.874
30,90,7.319
30,91,12.937
30,92,13.044
30,93,15.177
30,94,10.007
30,95,25.62
30,96,28.182
30,97,20.29
30,98,2.838
30,99,11.1
30,100,6.38
31,76,13.997
31,77,24.095
31,78,19.303
31,79,31.575
31,80,18.097
31,81,17.169
31,82,25.427
31,83,29.139
31,84,13.622
31,85,29.119
31,86,15.682
31,87,7.224
31,88,24.945
31,89,12.719
31,90,17.551
31,91,17.329
31,92,11.726
31,93,19.417
31,94,25.651
31,95,4.783
31,96,27.906
31,97,35.322
31,98,23.159
31,99,12.945
31,100,17.444
32,76,5.368
32,77,12.011
32,78,14.182
32,79,12.957
32,80,9.671
32,81,8.743
32,82,6.808
32,83,7.417
32,84,7.743
32,85,7.354
32,86,8.275
32,87,12.469
32,88,6.326
32,89,6.84
32,90,6.202
32,91,8.903
32,92,6.73
32,93,14.638
32,94,10.965
32,95,21.585
32,96,28.042
32,97,21.248
32,98,3.908
32,99,7.066
32,100,5.262
29,101,0.393
29,102,22.88
29,103,1.431
29,104,13.091
29,105,7.396
29,106,0.788
29,107,3.709
29,108,2.699
29,109,3.047
29,110,5.759
29,111,15.02
29,112,7.42
29,113,13.108
29,114,3.868
29,115,12.942
29,116,26.932
29,117,13.024
29,118,10.789
29,119,3.643
29,120,4.534
29,121,4.587
29,122,7.309
29,123,1.492
29,124,5.34
29,125,3.463
30,101,1.242
30,102,23.045
30,103,1.596
30,104,15.404
30,105,7.562
30,106,1.173
30,107,6.071
30,108,2.867
30,109,3.213
30,110,5.763
30,111,15.776
30,112,6.67
30,113,12.132
30,114,3.287
30,115,11.281
30,116,27.097
30,117,11.362
30,118,10.954
30,119,3.809
30,120,4.136
30,121,4.189
30,122,7.142
30,123,0.685
30,124,5.158
30,125,3.629
31,101,21.874
31,102,22.769
31,103,21.729
31,104,12.132
31,105,19.036
31,106,21.804
31,107,19.113
31,108,21.495
31,109,20.517
31,110,22.154
31,111,31.148
31,112,16.755
31,113,13.074
31,114,20.474
31,115,15.586
31,116,26.821
31,117,12.281
31,118,16.724
31,119,19.535
31,120,20.301
31,121,20.354
31,122,29.506
31,123,24.162
31,124,26.359
31,125,20.27
32,101,2.305
32,102,22.506
32,103,1.658
32,104,11.37
32,105,3.152
32,106,2.235
32,107,1.548
32,108,0.505
32,109,0.901
32,110,5.035
32,111,16.734
32,112,2.278
32,113,8.098
32,114,1.262
32,115,8.179
32,116,26.558
32,117,8.261
32,118,11.168
32,119,2.614
32,120,3.315
32,121,3.368
32,122,9.252
32,123,2.819
32,124,7.151
32,125,2.434
29,126,21.554
29,127,21.237
29,128,5.515
29,129,14.841
29,130,22.874
29,131,22.19
29,132,11.511
29,133,10.889
29,134,22.721
29,135,22.685
29,136,21.764
29,137,22.213
29,138,20.023
29,139,25.736
29,140,6.428
29,141,17.916
29,142,21.242
29,143,8.955
29,144,13.007
29,145,19.083
29,146,26.985
29,147,27.409
29,148,13.257
29,149,13.95
29,150,24.196
30,126,19.893
30,127,21.009
30,128,5.653
30,129,13.866
30,130,25.106
30,131,22.945
30,132,13.234
30,133,9.227
30,134,21.746
30,135,21.024
30,136,22.52
30,137,20.295
30,138,18.362
30,139,25.901
30,140,6.593
30,141,18.671
30,142,20.267
30,143,9.711
30,144,13.172
30,145,19.839
30,146,27.151
30,147,28.165
30,148,13.423
30,149,14.116
30,150,24.951
31,126,4.385
31,127,10.519
31,128,26.128
31,129,11.438
31,130,29.497
31,131,36.409
31,132,17.626
31,133,18.958
31,134,1.718
31,135,6.433
31,136,36.91
31,137,11.001
31,138,11.469
31,139,25.625
31,140,18.707
31,141,36.855
31,142,3.277
31,143,25.355
31,144,21.061
31,145,33.302
31,146,26.875
31,147,34.689
31,148,18.005
31,149,18.698
31,150,40.137
32,126,16.791
32,127,16.974
32,128,6.301
32,129,9.832
32,130,21.072
32,131,23.904
32,132,9.2
32,133,5.442
32,134,17.711
32,135,16.99
32,136,23.478
32,137,16.261
32,138,14.327
32,139,25.362
32,140,5.476
32,141,19.63
32,142,16.232
32,143,10.669
32,144,12.636
32,145,20.797
32,146,26.612
32,147,25.429
32,148,12.884
32,149,13.577
32,150,25.91
29,151,13.984
29,152,10.625
29,153,27.184
29,154,2.996
29,155,10.349
29,156,20.802
29,157,26.932
29,158,21.554
29,159,23.651
29,160,4.942
29,161,4.942
29,162,17.201
29,163,22.693
29,164,19.972
29,165,22.36
29,166,12.231
29,167,19.116
29,168,21.718
29,169,5.305
29,170,17.243
29,171,23.651
29,172,16.26
29,173,14.887
29,174,21.781
29,175,16.436
30,151,14.74
30,152,11.381
30,153,27.35
30,154,3.162
30,155,11.104
30,156,19.827
30,157,27.097
30,158,19.893
30,159,25.883
30,160,4.774
30,161,4.774
30,162,17.367
30,163,24.925
30,164,20.728
30,165,22.525
30,166,11.256
30,167,18.141
30,168,21.452
30,169,5.309
30,170,15.581
30,171,25.883
30,172,16.426
30,173,15.642
30,174,21.946
30,175,19.146
31,151,27.311
31,152,30.958
31,153,27.074
31,154,20.466
31,155,28.347
31,156,2.623
31,157,26.821
31,158,4.385
31,159,30.274
31,160,27.139
31,161,27.139
31,162,14.23
31,163,29.316
31,164,36.524
31,165,22.249
31,166,11.979
31,167,5.077
31,168,10.962
31,169,22.243
31,170,8.862
31,171,30.274
31,172,15.778
31,173,30.947
31,174,21.67
31,175,12.471
32,151,11.335
32,152,12.339
32,153,26.811
32,154,1.001
32,155,12.063
32,156,15.793
32,157,26.558
32,158,16.791
32,159,21.848
32,160,6.885
32,161,6.885
32,162,20.685
32,163,20.89
32,164,21.686
32,165,21.986
32,166,7.222
32,167,14.106
32,168,17.418
32,169,5.3
32,170,12.48
32,171,21.848
32,172,15.887
32,173,16.601
32,174,21.407
32,175,15.112
29,176,15.767
29,177,14.944
29,178,14.944
29,179,14.853
29,180,15.642
29,181,16.346
29,182,4.87
29,183,20.724
29,184,20.724
29,185,19.972
29,186,29.146
29,187,22.36
29,188,8.149
29,189,8.149
29,190,3.118
29,191,20.29
29,192,2.246
29,193,1.612
29,194,27.899
29,195,22.692
29,196,3.868
29,197,20.18
29,198,19.882
29,199,6.275
29,200,23.754
30,176,15.932
30,177,15.7
30,178,15.7
30,179,15.609
30,180,16.398
30,181,17.612
30,182,6.657
30,183,19.063
30,184,19.063
30,185,20.728
30,186,30.457
30,187,22.525
30,188,8.904
30,189,8.904
30,190,3.805
30,191,18.629
30,192,2.22
30,193,1.615
30,194,28.064
30,195,23.447
30,196,3.287
30,197,19.205
30,198,18.907
30,199,6.44
30,200,22.093
31,176,14.323
31,177,30.5
31,178,30.5
31,179,31.491
31,180,33.095
31,181,12.355
31,182,18.536
31,183,12.145
31,184,12.145
31,185,36.524
31,186,29.035
31,187,22.249
31,188,28.481
31,189,28.481
31,190,20.387
31,191,10.745
31,192,23.35
31,193,21.954
31,194,27.788
31,195,36.321
31,196,20.474
31,197,3.888
31,198,4.068
31,199,17.914
31,200,7.081
32,176,15.393
32,177,16.658
32,178,16.658
32,179,16.567
32,180,17.356
32,181,13.578
32,182,2.265
32,183,15.028
32,184,15.028
32,185,21.686
32,186,26.423
32,187,21.986
32,188,9.863
32,189,9.863
32,190,1.659
32,191,14.594
32,192,4.732
32,193,3.335
32,194,27.525
32,195,27.061
32,196,1.262
32,197,15.17
32,198,14.873
32,199,5.323
32,200,18.991
29,201,23.223
29,202,3.755
29,203,4.156
29,204,6.455
29,205,25.396
29,206,7.309
29,207,27.604
29,208,17.237
29,209,26.208
29,210,13.007
29,211,21.866
29,212,20.919
29,213,25.006
29,214,11.837
29,215,21.596
29,216,6.321
29,217,24.551
29,218,24.551
29,219,3.551
29,220,20.089
29,221,20.104
29,222,3.137
29,223,4.993
29,224,12.248
29,225,26.283
30,201,21.561
30,202,3.499
30,203,6.23
30,204,6.62
30,205,25.561
30,206,7.142
30,207,29.426
30,208,17.402
30,209,26.374
30,210,13.172
30,211,22.031
30,212,19.258
30,213,25.171
30,214,12.593
30,215,22.351
30,216,5.74
30,217,23.802
30,218,23.802
30,219,5.216
30,220,19.113
30,221,19.129
30,222,3.141
30,223,4.826
30,224,12.414
30,225,27.039
31,201,6.549
31,202,24.11
31,203,15.903
31,204,18.856
31,205,25.285
31,206,29.506
31,207,34.652
31,208,14.266
31,209,26.098
31,210,20.086
31,211,21.755
31,212,10.278
31,213,24.895
31,214,30.009
31,215,41.23
31,216,15.19
31,217,3.224
31,218,3.224
31,219,20.846
31,220,4.274
31,221,4.518
31,222,20.962
31,223,27.19
31,224,20.3
31,225,34.305
32,201,18.46
32,202,4.704
32,203,1.838
32,204,5.503
32,205,25.022
32,206,9.252
32,207,25.392
32,208,20.721
32,209,25.835
32,210,12.633
32,211,21.492
32,212,15.223
32,213,24.632
32,214,13.551
32,215,23.31
32,216,3.692
32,217,19.768
32,218,19.768
32,219,1.101
32,220,15.079
32,221,15.094
32,222,3.471
32,223,6.936
32,224,11.875
32,225,25.045
29,226,10.789
29,227,12.713
29,228,2.829
29,229,24.082
29,230,6.707
30,226,10.954
30,227,11.738
30,228,3.752
30,229,24.248
30,230,6.872
31,226,16.724
31,227,12.46
31,228,21.336
31,229,23.972
31,230,19.582
32,226,11.168
32,227,6.217
32,228,0.345
32,229,23.709
32,230,3.311
33,1,13.538
33,2,2.115
33,3,14.87
33,4,4.309
33,5,3.166
33,6,11.923
33,7,12.905
33,8,11.416
33,9,7.484
33,10,12.816
33,11,12.816
33,12,12.816
33,13,8.487
33,14,4.934
33,15,2.382
33,16,2.262
33,17,4.237
33,18,2.959
33,19,8.677
33,20,12.691
33,21,15.702
33,22,19.687
33,23,11.288
33,24,4.436
33,25,4.308
34,1,17.699
34,2,30.336
34,3,34.034
34,4,28.665
34,5,23.217
34,6,14.186
34,7,23.379
34,8,17.928
34,9,27.275
34,10,31.981
34,11,31.981
34,12,31.981
34,13,16.573
34,14,23.776
34,15,31.101
34,16,31.368
34,17,18.608
34,18,24.24
34,19,25.703
34,20,23.165
34,21,14.835
34,22,15.657
34,23,17.869
34,24,28.035
34,25,20.819
35,1,12.839
35,2,2.739
35,3,13.591
35,4,4.28
35,5,2.823
35,6,18.139
35,7,12.206
35,8,11.471
35,9,6.785
35,10,11.537
35,11,11.537
35,12,11.537
35,13,8.255
35,14,4.235
35,15,2.15
35,16,2.418
35,17,4.005
35,18,3.36
35,19,9.302
35,20,11.992
35,21,15.002
35,22,19.741
35,23,11.342
35,24,4.204
35,25,4.076
36,1,8.792
36,2,7.806
36,3,22.743
36,4,7.116
36,5,14.206
36,6,13.017
36,7,17.917
36,8,6.428
36,9,18.881
36,10,20.69
36,11,20.69
36,12,20.69
36,13,7.543
36,14,15.414
36,15,9.076
36,16,7.953
36,17,11.776
36,18,14.089
36,19,1.517
36,20,17.704
36,21,17.404
36,22,15.243
36,23,6.299
36,24,6.288
36,25,7.432
33,26,7.339
33,27,1.945
33,28,8.167
33,29,3.402
33,30,11.211
33,31,6.024
33,32,4.878
33,33,6.198
33,34,6.389
33,35,6.389
33,36,6.389
33,37,6.389
33,38,6.389
33,39,6.389
33,40,6.389
33,41,6.389
33,42,6.389
33,43,6.389
33,44,6.389
33,45,9.01
33,46,13.319
33,47,13.107
33,48,19.59
33,49,7.189
33,50,13.406
34,26,23.917
34,27,20.846
34,28,24.183
34,29,28.307
34,30,24.556
34,31,26.962
34,32,32.144
34,33,26.835
34,34,23.494
34,35,23.494
34,36,23.494
34,37,23.494
34,38,23.494
34,39,23.494
34,40,23.494
34,41,23.494
34,42,23.494
34,43,23.494
34,44,23.494
34,45,19.79
34,46,16.733
34,47,17.677
34,48,15.949
34,49,21.783
34,50,18.564
35,26,7.004
35,27,1.572
35,28,7.833
35,29,3.412
35,30,10.512
35,31,6.472
35,32,4.646
35,33,5.864
35,34,5.69
35,35,5.69
35,36,5.69
35,37,5.69
35,38,5.69
35,39,5.69
35,40,5.69
35,41,5.69
35,42,5.69
35,43,5.69
35,44,5.69
35,45,8.311
35,46,12.62
35,47,12.408
35,48,23.41
35,49,6.489
35,50,12.707
36,26,4.081
36,27,13.242
36,28,4.347
36,29,8.743
36,30,21.425
36,31,4.875
36,32,7.397
36,33,5.075
36,34,18.669
36,35,18.669
36,36,18.669
36,37,18.669
36,38,18.669
36,39,18.669
36,40,18.669
36,41,18.669
36,42,18.669
36,43,18.669
36,44,18.669
36,45,15.346
36,46,16.13
36,47,15.849
36,48,15.146
36,49,17.34
36,50,13.862
33,51,12.303
33,52,18.749
33,53,13.453
33,54,5.633
