ATTRACTIONID,FOODID,DISTANCE
58,189,9.144
58,190,8.406
58,191,22.687
58,192,4.466
58,193,4.536
58,194,32.698
58,195,23.688
58,196,10.076
58,197,23.263
58,198,22.965
58,199,11.074
58,200,26.151
59,176,17.647
59,177,12.762
59,178,12.762
59,179,12.671
59,180,13.46
59,181,20.651
59,182,6.718
59,183,22.102
59,184,22.102
59,185,17.79
59,186,31.026
59,187,24.24
59,188,5.966
59,189,5.966
59,190,5.487
59,191,21.667
59,192,2.454
59,193,2.911
59,194,29.779
59,195,20.509
59,196,9.056
59,197,22.244
59,198,21.946
59,199,8.155
59,200,25.132
60,176,23.426
60,177,20.934
60,178,20.934
60,179,20.934
60,180,20.723
60,181,26.466
60,182,30.3
60,183,26.106
60,184,26.106
60,185,15.824
60,186,5.938
60,187,16.743
60,188,27.413
60,189,27.413
60,190,32.15
60,191,25.739
60,192,35.113
60,193,33.717
60,194,14.584
60,195,10.271
60,196,33.043
60,197,32.643
60,198,32.823
60,199,24.743
60,200,38.343
57,201,19.37
57,202,5.121
57,203,3.116
57,204,5.921
57,205,25.478
57,206,9.708
57,207,25.848
57,208,21.177
57,209,26.29
57,210,13.089
57,211,21.948
57,212,15.679
57,213,25.088
57,214,13.969
57,215,23.728
57,216,4.147
57,217,20.224
57,218,20.224
57,219,2.011
57,220,15.535
57,221,15.55
57,222,3.888
57,223,7.392
57,224,12.33
57,225,25.5
58,201,25.62
58,202,4.563
58,203,11.462
58,204,11.254
58,205,30.195
58,206,1.534
58,207,28.6
58,208,22.036
58,209,31.007
58,210,17.806
58,211,26.665
58,212,23.316
58,213,29.805
58,214,12.833
58,215,22.592
58,216,14.089
58,217,27.861
58,218,27.861
58,219,10.447
58,220,23.172
58,221,23.187
58,222,6.006
58,223,2.677
58,224,17.047
58,225,27.279
59,201,24.6
59,202,1.78
59,203,6.915
59,204,8.335
59,205,27.276
59,206,5.937
59,207,25.422
59,208,19.117
59,209,28.088
59,210,14.886
59,211,23.746
59,212,22.297
59,213,26.885
59,214,9.654
59,215,19.413
59,216,13.069
59,217,26.841
59,218,26.841
59,219,9.428
59,220,22.152
59,221,22.167
59,222,3.962
59,223,4.473
59,224,14.128
59,225,24.101
60,201,37.811
60,202,32.486
60,203,29.967
60,204,24.592
60,205,10.964
60,206,36.644
60,207,8.447
60,208,22.121
60,209,12.893
60,210,19.926
60,211,16.777
60,212,25.272
60,213,15.676
60,214,23.311
60,215,18.146
60,216,29.838
60,217,32.016
60,218,32.016
60,219,31.792
60,220,33.029
60,221,35.834
60,222,26.208
60,223,32.687
60,224,25.881
60,225,9.491
57,226,11.624
57,227,6.673
57,228,1.895
57,229,24.165
57,230,4.498
58,226,19.261
58,227,15.796
58,228,10.937
58,229,28.881
58,230,11.506
59,226,12.669
59,227,14.777
59,228,6.02
59,229,25.962
59,230,8.586
60,226,25.641
60,227,30.323
60,228,32.683
60,229,15.331
60,230,24.873
61,1,12.375
61,2,6.215
61,3,21.153
61,4,6.721
61,5,12.616
61,6,17.714
61,7,18.608
61,8,10.011
61,9,17.29
61,10,19.099
61,11,19.099
61,12,19.099
61,13,11.126
61,14,13.824
61,15,7.486
61,16,6.362
61,17,10.719
61,18,12.499
61,19,6.551
61,20,18.395
61,21,21.405
61,22,19.94
61,23,9.882
61,24,6.204
61,25,7.037
62,1,2.58
62,2,7.181
62,3,21.117
62,4,5.65
62,5,7.037
62,6,6.586
62,7,11.961
62,8,6.18
62,9,14.358
62,10,19.064
62,11,19.064
62,12,19.064
62,13,4.321
62,14,10.858
62,15,6.347
62,16,6.614
62,17,3.871
62,18,11.323
62,19,9.859
62,20,11.747
62,21,11.187
62,22,17.048
62,23,6.121
62,24,5.752
62,25,4.212
63,1,18.26
63,2,30.897
63,3,31.027
63,4,28.623
63,5,23.454
63,6,14.747
63,7,19.67
63,8,21.449
63,9,27.836
63,10,32.542
63,11,32.542
63,12,32.542
63,13,18.687
63,14,24.337
63,15,27.392
63,16,27.66
63,17,19.169
63,18,24.801
63,19,26.264
63,20,19.457
63,21,11.155
63,22,19.371
63,23,22.71
63,24,27.994
63,25,21.38
64,1,17.983
64,2,30.62
64,3,30.75
64,4,28.346
64,5,23.177
64,6,14.47
64,7,19.394
64,8,21.172
64,9,27.56
64,10,32.265
64,11,32.265
64,12,32.265
64,13,18.41
64,14,24.06
64,15,27.115
64,16,27.383
64,17,18.892
64,18,24.524
64,19,25.987
64,20,19.18
64,21,10.878
64,22,19.094
64,23,22.433
64,24,27.717
64,25,21.103
61,26,7.664
61,27,11.652
61,28,7.93
61,29,7.153
61,30,19.835
61,31,4.882
61,32,5.816
61,33,6.582
61,34,17.079
61,35,17.079
61,36,17.079
61,37,17.079
61,38,17.079
61,39,17.079
61,40,17.079
61,41,17.079
61,42,17.079
61,43,17.079
61,44,17.079
61,45,17.634
61,46,19.023
61,47,18.81
61,48,19.843
61,49,15.841
61,50,17.445
62,26,5.553
62,27,6.267
62,28,7.462
62,29,5.862
62,30,12.687
62,31,7.036
62,32,6.5
62,33,5.665
62,34,10.576
62,35,10.576
62,36,10.576
62,37,10.576
62,38,10.576
62,39,10.576
62,40,10.576
62,41,10.576
62,42,10.576
62,43,10.576
62,44,10.576
62,45,6.872
62,46,9.913
62,47,9.632
62,48,12.232
62,49,8.866
62,50,7.645
63,26,24.478
63,27,21.407
63,28,24.744
63,29,28.265
63,30,20.848
63,31,27.523
63,32,28.436
63,33,27.396
63,34,24.055
63,35,24.055
63,36,24.055
63,37,24.055
63,38,24.055
63,39,24.055
63,40,24.055
63,41,24.055
63,42,24.055
63,43,24.055
63,44,24.055
63,45,20.351
63,46,13.053
63,47,14.131
63,48,20.018
63,49,22.344
63,50,14.219
64,26,24.201
64,27,21.13
64,28,24.467
64,29,27.988
64,30,20.571
64,31,27.246
64,32,28.159
64,33,27.119
64,34,23.778
64,35,23.778
64,36,23.778
64,37,23.778
64,38,23.778
64,39,23.778
64,40,23.778
64,41,23.778
64,42,23.778
64,43,23.778
64,44,23.778
64,45,20.074
64,46,12.776
64,47,13.854
64,48,19.741
64,49,22.067
64,50,13.942
61,51,18.007
61,52,19.002
61,53,13.706
61,54,4.168
61,55,16.241
61,56,17.172
61,57,10.214
61,58,13.871
61,59,17.684
61,60,16.182
61,61,18.615
61,62,13.989
61,63,30.804
61,64,14.917
61,65,14.878
61,66,23.16
61,67,17.509
61,68,14.097
61,69,21.312
61,70,18.824
61,71,20.586
61,72,21.337
61,73,5.715
61,74,20.794
61,75,21.083
62,51,9.502
62,52,12.264
62,53,9.299
62,54,6.992
62,55,14.183
62,56,10.525
62,57,4.851
62,58,8.563
62,59,11.037
62,60,10.406
62,61,13.314
62,62,12.353
62,63,17.929
62,64,11.931
62,65,11.892
62,66,15.548
62,67,17.474
62,68,11.131
62,69,16.01
62,70,12.177
62,71,15.284
62,72,17.943
62,73,7.042
62,74,11.07
62,75,15.782
63,51,14.001
63,52,20.05
63,53,17.484
63,54,27.454
63,55,21.046
63,56,16.896
63,57,18.748
63,58,18.488
63,59,16.303
63,60,23.884
63,61,26.792
63,62,25.831
63,63,8.067
63,64,19.718
63,65,19.679
63,66,17.871
63,67,30.952
63,68,24.61
63,69,29.488
63,70,16.047
63,71,28.763
63,72,30.986
63,73,29.025
63,74,12.478
63,75,29.26
64,51,13.724
64,52,19.773
64,53,17.208
64,54,27.177
64,55,20.769
64,56,16.619
64,57,18.471
64,58,18.211
64,59,16.026
64,60,23.607
64,61,26.515
64,62,25.554
64,63,7.79
64,64,19.441
64,65,19.402
64,66,17.594
64,67,30.676
64,68,24.333
64,69,29.211
64,70,15.77
64,71,28.486
64,72,30.709
64,73,28.748
64,74,12.201
64,75,28.983
61,76,18.357
61,77,10.697
61,78,20.417
61,79,13.301
61,80,16.628
61,81,17.898
61,82,6.941
61,83,5.404
61,84,16.898
61,85,5.383
61,86,16.497
61,87,21.624
61,88,6.46
61,89,15.995
61,90,13.015
61,91,18.058
61,92,18.165
61,93,20.873
61,94,9.65
61,95,30.74
61,96,31.903
61,97,21.592
61,98,6.59
61,99,16.221
61,100,12.076
62,76,8.723
62,77,3.878
62,78,13.769
62,79,11.243
62,80,6.67
62,81,7.137
62,82,4.803
62,83,9.391
62,84,11.597
62,85,9.37
62,86,16.462
62,87,16.322
62,88,4.321
62,89,10.694
62,90,7.387
62,91,6.319
62,92,12.069
62,93,10.732
62,94,5.889
62,95,25.439
62,96,19.028
62,97,15.55
62,98,5.519
62,99,10.919
62,100,6.257
63,76,22.201
63,77,20.922
63,78,13.158
63,79,19.527
63,80,20.149
63,81,20.615
63,82,26.238
63,83,25.796
63,84,25.075
63,85,25.775
63,86,29.94
63,87,29.8
63,88,25.756
63,89,24.172
63,90,19.842
63,91,19.798
63,92,25.548
63,93,12.391
63,94,22.478
63,95,30.605
63,96,10.023
63,97,17.872
63,98,28.476
63,99,24.398
63,100,19.735
64,76,21.924
64,77,20.645
64,78,12.881
64,79,19.25
64,80,19.872
64,81,20.338
64,82,25.961
64,83,25.519
64,84,24.798
64,85,25.498
64,86,29.664
64,87,29.524
64,88,25.48
64,89,23.895
64,90,19.566
64,91,19.521
64,92,25.271
64,93,12.114
64,94,22.201
64,95,30.328
64,96,9.747
64,97,17.595
64,98,28.199
64,99,24.121
64,100,19.458
61,101,6.764
61,102,28.741
61,103,7.139
61,104,20.525
61,105,13.257
61,106,6.495
61,107,12.365
61,108,8.27
61,109,9.599
61,110,9.932
61,111,17.079
61,112,12.964
61,113,17.253
61,114,11.138
61,115,16.401
61,116,31.847
61,117,16.483
61,118,20.323
61,119,9.472
61,120,8.203
61,121,8.256
61,122,2.596
61,123,5.766
61,124,7.316
61,125,9.292
62,101,6.145
62,102,22.094
62,103,6.0
62,104,11.977
62,105,5.897
62,106,6.334
62,107,5.682
62,108,5.341
62,109,4.779
62,110,2.348
62,111,11.376
62,112,6.737
62,113,11.952
62,114,6.098
62,115,16.366
62,116,18.972
62,117,16.448
62,118,10.742
62,119,3.227
62,120,4.182
62,121,4.235
62,122,11.349
62,123,7.161
62,124,6.829
62,125,4.072
63,101,27.19
63,102,9.68
63,103,27.045
63,104,21.196
63,105,20.337
63,106,27.121
63,107,20.823
63,108,26.395
63,109,25.833
63,110,19.623
63,111,19.162
63,112,23.267
63,113,25.43
63,114,27.755
63,115,29.844
63,116,8.939
63,117,29.926
63,118,19.194
63,119,24.851
63,120,21.351
63,121,21.404
63,122,31.356
63,123,29.076
63,124,24.131
63,125,25.587
64,101,26.913
64,102,9.404
64,103,26.768
64,104,20.919
64,105,20.06
64,106,26.844
64,107,20.546
64,108,26.118
64,109,25.556
64,110,19.346
64,111,18.886
64,112,22.99
64,113,25.153
64,114,27.479
64,115,29.568
64,116,8.662
64,117,29.649
64,118,18.917
64,119,24.574
64,120,21.074
64,121,21.127
64,122,31.079
64,123,28.799
64,124,23.854
64,125,25.31
61,126,25.014
61,127,26.13
61,128,8.193
61,129,18.987
61,130,24.932
61,131,24.248
61,132,18.355
61,133,14.348
61,134,26.866
61,135,26.145
61,136,23.823
61,137,25.416
61,138,23.482
61,139,31.597
61,140,12.289
61,141,19.974
61,142,25.387
61,143,9.355
61,144,17.794
61,145,21.142
61,146,32.847
61,147,29.468
61,148,19.119
61,149,19.812
61,150,26.254
62,126,20.4
62,127,20.774
62,128,4.154
62,129,13.685
62,130,12.057
62,131,16.636
62,132,5.547
62,133,12.018
62,134,21.565
62,135,20.789
62,136,17.138
62,137,21.427
62,138,18.126
62,139,23.506
62,140,5.278
62,141,17.082
62,142,20.086
62,143,5.593
62,144,7.994
62,145,13.53
62,146,21.706
62,147,16.414
62,148,12.471
62,149,13.164
62,150,20.365
63,126,29.255
63,127,18.293
63,128,22.955
63,129,27.163
63,130,10.305
63,131,17.722
63,132,19.025
63,133,25.497
63,134,26.731
63,135,22.791
63,136,19.1
63,137,19.269
63,138,20.016
63,139,10.793
63,140,19.155
63,141,19.405
63,142,26.07
63,143,22.182
63,144,14.101
63,145,14.089
63,146,8.993
63,147,11.122
63,148,15.52
63,149,12.947
63,150,19.952
64,126,28.978
64,127,18.016
64,128,22.678
64,129,26.887
64,130,10.028
64,131,17.445
64,132,18.748
64,133,25.22
64,134,26.454
64,135,22.514
64,136,18.823
64,137,18.992
64,138,19.74
64,139,10.516
64,140,18.879
64,141,19.128
64,142,25.793
64,143,21.906
64,144,13.824
64,145,13.812
64,146,8.716
64,147,10.846
64,148,15.243
64,149,12.67
64,150,19.675
61,151,16.043
61,152,12.684
61,153,31.994
61,154,9.548
61,155,12.407
61,156,24.948
61,157,31.847
61,158,25.014
61,159,25.709
61,160,3.688
61,161,3.688
61,162,23.062
61,163,24.751
61,164,22.031
61,165,28.221
61,166,16.377
61,167,23.261
61,168,26.573
61,169,9.441
61,170,20.702
61,171,25.709
61,172,22.121
61,173,16.945
61,174,27.642
61,175,24.267
62,151,7.164
62,152,8.414
62,153,19.119
62,154,4.729
62,155,7.509
62,156,19.646
62,157,18.972
62,158,20.4
62,159,12.834
62,160,8.442
62,161,8.442
62,162,16.415
62,163,11.876
62,164,16.751
62,165,21.574
62,166,11.075
62,167,17.96
62,168,21.217
62,169,1.454
62,170,16.106
62,171,12.834
62,172,15.474
62,173,11.175
62,174,20.995
62,175,13.563
63,151,15.325
63,152,20.739
63,153,9.192
63,154,25.783
63,155,19.565
63,156,26.625
63,157,8.939
63,158,29.255
63,159,10.411
63,160,27.347
63,161,27.347
63,162,15.638
63,163,10.123
63,164,18.698
63,165,9.986
63,166,24.554
63,167,31.438
63,168,18.774
63,169,19.713
63,170,29.584
63,171,10.411
63,172,15.454
63,173,18.961
63,174,9.936
63,175,20.109
64,151,15.048
64,152,20.462
64,153,8.915
64,154,25.506
64,155,19.288
64,156,26.348
64,157,8.662
64,158,28.978
64,159,10.134
64,160,27.07
64,161,27.07
64,162,15.361
64,163,9.847
64,164,18.421
64,165,9.71
64,166,24.277
64,167,31.161
64,168,18.497
64,169,19.436
64,170,29.307
64,171,10.134
64,172,15.178
64,173,18.685
64,174,9.659
64,175,19.833
61,176,21.628
61,177,17.003
61,178,17.003
61,179,16.912
61,180,17.701
61,181,22.733
61,182,10.699
61,183,24.184
61,184,24.184
61,185,22.031
61,186,30.284
61,187,28.221
61,188,10.207
61,189,10.207
61,190,9.468
61,191,23.749
61,192,5.528
61,193,5.599
61,194,33.76
61,195,24.75
61,196,11.138
61,197,24.325
61,198,24.028
61,199,12.136
61,200,27.214
62,176,14.981
62,177,10.728
62,178,10.728
62,179,11.719
62,180,13.323
62,181,13.473
62,182,5.106
62,183,18.828
62,184,18.828
62,185,16.751
62,186,17.408
62,187,21.574
62,188,8.149
62,189,8.149
62,190,4.649
62,191,18.393
62,192,5.958
62,193,5.324
62,194,22.619
62,195,18.046
62,196,6.098
62,197,19.024
62,198,18.726
62,199,5.237
62,200,24.484
63,176,16.979
63,177,18.515
63,178,18.515
63,179,19.505
63,180,21.11
63,181,20.019
63,182,20.246
63,183,19.659
63,184,19.659
63,185,18.698
63,186,7.546
63,187,9.986
63,188,22.126
63,189,22.126
63,190,25.703
63,191,19.292
63,192,28.666
63,193,27.27
63,194,9.906
63,195,12.755
63,196,27.755
63,197,26.196
63,198,26.376
63,199,19.455
63,200,31.896
64,176,16.703
64,177,18.238
64,178,18.238
64,179,19.228
64,180,20.833
64,181,19.743
64,182,19.969
64,183,19.382
64,184,19.382
64,185,18.421
64,186,7.27
64,187,9.71
64,188,21.849
64,189,21.849
64,190,25.426
64,191,19.015
64,192,28.39
64,193,26.993
64,194,9.629
64,195,12.478
64,196,27.479
64,197,25.919
64,198,26.099
64,199,19.179
64,200,31.619
61,201,26.682
61,202,5.625
61,203,12.524
61,204,12.316
61,205,31.257
61,206,2.596
61,207,29.663
61,208,23.098
61,209,32.069
61,210,18.868
61,211,27.727
61,212,24.379
61,213,30.867
61,214,13.895
61,215,23.654
61,216,15.151
61,217,28.923
61,218,28.923
61,219,11.509
61,220,24.234
61,221,24.249
61,222,7.069
61,223,3.74
61,224,18.109
61,225,28.342
62,201,23.952
62,202,5.497
62,203,7.203
62,204,5.305
62,205,18.999
62,206,11.349
62,207,16.377
62,208,16.451
62,209,20.928
62,210,9.69
62,211,21.08
62,212,19.023
62,213,23.711
62,214,9.834
62,215,21.458
62,216,11.072
62,217,23.395
62,218,23.395
62,219,6.598
62,220,18.933
62,221,18.948
62,222,3.752
62,223,8.494
62,224,9.715
62,225,16.03
63,201,31.364
63,202,27.199
63,203,23.52
63,204,19.304
63,205,7.403
63,206,31.356
63,207,11.086
63,208,15.674
63,209,8.215
63,210,13.628
63,211,10.021
63,212,18.825
63,213,10.998
63,214,18.023
63,215,21.045
63,216,24.55
63,217,25.569
63,218,25.569
63,219,21.738
63,220,26.582
63,221,29.387
63,222,20.92
63,223,27.399
63,224,19.434
63,225,10.738
64,201,31.087
64,202,26.922
64,203,23.243
64,204,19.028
64,205,7.126
64,206,31.079
64,207,10.809
64,208,15.397
64,209,7.939
64,210,13.352
64,211,9.744
64,212,18.548
64,213,10.722
64,214,17.746
64,215,20.768
64,216,24.273
64,217,25.292
64,218,25.292
64,219,21.462
64,220,26.305
64,221,29.11
64,222,20.643
64,223,27.122
64,224,19.158
64,225,10.461
61,226,20.323
61,227,16.859
61,228,11.999
61,229,29.944
61,230,12.568
62,226,10.742
62,227,11.557
62,228,5.182
62,229,23.367
62,230,4.684
63,226,19.194
63,227,25.035
63,228,26.236
63,229,10.488
63,230,19.585
64,226,18.917
64,227,24.759
64,228,25.959
64,229,10.211
64,230,19.308
65,1,10.859
65,2,6.37
65,3,21.307
65,4,7.505
65,5,12.77
65,6,17.869
65,7,21.683
65,8,8.495
65,9,17.445
65,10,19.254
65,11,19.254
65,12,19.254
65,13,9.61
65,14,13.979
65,15,7.641
65,16,6.517
65,17,10.144
65,18,12.653
65,19,5.035
65,20,21.47
65,21,24.48
65,22,20.095
65,23,8.366
65,24,7.372
65,25,7.789
66,1,18.592
66,2,31.229
66,3,31.359
66,4,28.955
66,5,23.786
66,6,15.079
66,7,20.003
66,8,21.781
66,9,28.169
66,10,32.874
66,11,32.874
66,12,32.874
66,13,19.019
66,14,24.669
66,15,27.724
66,16,27.992
66,17,19.501
66,18,25.133
66,19,26.596
66,20,19.789
66,21,11.487
66,22,19.703
66,23,23.042
66,24,28.326
66,25,21.712
67,1,63.428
67,2,57.608
67,3,44.41
67,4,62.286
67,5,55.852
67,6,68.727
67,7,62.794
67,8,66.606
67,9,50.375
67,10,45.112
67,11,45.112
67,12,45.112
67,13,67.721
67,14,52.334
67,15,56.895
67,16,57.756
67,17,56.993
67,18,55.735
67,19,63.893
67,20,62.581
67,21,65.926
67,22,74.876
67,23,66.478
67,24,60.39
67,25,60.806
68,1,6.568
68,2,8.334
68,3,13.735
68,4,8.73
68,5,1.396
68,6,9.601
68,7,9.492
68,8,10.855
68,9,9.873
68,10,11.681
68,11,11.681
68,12,11.681
68,13,8.976
68,14,4.81
68,15,7.499
68,16,7.767
68,17,1.915
68,18,2.894
68,19,14.662
68,20,9.278
68,21,12.289
68,22,23.637
68,23,9.368
68,24,8.101
68,25,4.92
65,26,6.147
65,27,11.807
65,28,6.414
65,29,7.308
65,30,19.989
65,31,6.433
65,32,5.961
65,33,5.066
65,34,17.233
65,35,17.233
65,36,17.233
65,37,17.233
65,38,17.233
65,39,17.233
65,40,17.233
65,41,17.233
65,42,17.233
65,43,17.233
65,44,17.233
65,45,17.789
65,46,22.098
65,47,21.885
65,48,19.998
65,49,19.088
65,50,15.928
66,26,24.81
66,27,21.739
66,28,25.076
66,29,28.597
66,30,21.18
66,31,27.855
66,32,28.768
66,33,27.728
66,34,24.387
66,35,24.387
66,36,24.387
66,37,24.387
66,38,24.387
66,39,24.387
66,40,24.387
66,41,24.387
66,42,24.387
66,43,24.387
66,44,24.387
66,45,20.683
66,46,13.385
66,47,14.463
66,48,20.35
66,49,22.676
66,50,14.551
67,26,62.528
67,27,54.888
67,28,63.357
67,29,60.325
67,30,56.318
67,31,61.214
67,32,60.523
67,33,61.388
67,34,54.675
67,35,54.675
67,36,54.675
67,37,54.675
67,38,54.675
67,39,54.675
67,40,54.675
67,41,54.675
67,42,54.675
67,43,54.675
67,44,54.675
67,45,58.899
67,46,63.208
67,47,62.996
67,48,73.999
67,49,57.503
67,50,63.296
68,26,10.901
68,27,1.311
68,28,11.729
68,29,8.372
68,30,8.7
68,31,10.369
68,32,8.543
68,33,9.76
68,34,5.819
68,35,5.819
68,36,5.819
68,37,5.819
68,38,5.819
68,39,5.819
68,40,5.819
68,41,5.819
68,42,5.819
68,43,5.819
68,44,5.819
68,45,5.856
68,46,9.906
68,47,9.694
68,48,17.139
68,49,2.858
68,50,5.969
65,51,21.082
65,52,19.157
65,53,13.861
65,54,4.312
65,55,16.396
65,56,20.247
65,57,8.698
65,58,14.026
65,59,20.759
65,60,16.337
65,61,18.77
65,62,14.144
65,63,30.959
65,64,15.072
65,65,15.033
65,66,23.315
65,67,17.664
65,68,14.252
65,69,21.466
65,70,21.899
65,71,20.741
65,72,21.492
65,73,5.87
65,74,23.869
65,75,21.238
66,51,14.333
66,52,20.382
66,53,17.817
66,54,27.786
66,55,21.378
66,56,17.228
66,57,19.08
66,58,18.82
66,59,16.635
66,60,24.216
66,61,27.124
66,62,26.163
66,63,8.399
66,64,20.05
66,65,20.011
66,66,18.203
66,67,31.285
66,68,24.942
66,69,29.82
66,70,16.379
66,71,29.095
66,72,31.318
66,73,29.357
66,74,12.81
66,75,29.592
67,51,62.192
67,52,74.031
67,53,68.643
67,54,60.848
67,55,71.178
67,56,61.358
67,57,66.809
67,58,68.808
67,59,61.87
67,60,55.213
67,61,52.831
67,62,52.5
67,63,73.463
67,64,69.853
67,65,69.814
67,66,77.315
67,67,47.949
67,68,52.607
67,69,49.525
67,70,62.44
67,71,48.61
67,72,44.369
67,73,58.402
67,74,62.795
67,75,51.988
68,51,8.89
68,52,17.171
68,53,12.315
68,54,10.597
68,55,19.939
68,56,8.056
68,57,9.506
68,58,17.569
68,59,8.568
68,60,5.025
68,61,11.215
68,62,6.598
68,63,20.505
68,64,18.614
68,65,18.575
68,66,20.456
68,67,10.092
68,68,5.083
68,69,13.911
68,70,9.708
68,71,13.185
68,72,13.92
68,73,8.194
68,74,11.678
68,75,13.682
65,76,18.512
65,77,9.181
65,78,23.492
65,79,13.456
65,80,18.981
65,81,18.053
65,82,6.103
65,83,3.887
65,84,17.053
65,85,3.866
65,86,16.652
65,87,21.778
65,88,5.621
65,89,16.15
65,90,13.165
65,91,18.213
65,92,18.32
65,93,23.948
65,94,8.134
65,95,30.895
65,96,32.058
65,97,21.747
65,98,7.374
65,99,16.375
65,100,18.328
66,76,22.533
66,77,21.254
66,78,13.49
66,79,19.859
66,80,20.481
66,81,20.947
66,82,26.57
66,83,26.128
66,84,25.407
66,85,26.107
66,86,30.272
66,87,30.133
66,88,26.088
66,89,24.504
66,90,20.175
66,91,20.13
66,92,25.88
66,93,12.723
66,94,22.81
66,95,30.937
66,96,10.356
66,97,18.204
66,98,28.808
66,99,24.73
66,100,20.067
67,76,55.992
67,77,67.292
67,78,63.211
67,79,68.237
67,80,60.092
67,81,59.164
67,82,62.507
67,83,63.04
67,84,55.617
67,85,63.019
67,86,49.582
67,87,49.219
67,88,62.025
67,89,54.714
67,90,59.546
67,91,59.323
67,92,51.25
67,93,63.324
67,94,66.246
67,95,51.13
67,96,71.813
67,97,77.317
67,98,62.156
67,99,54.94
67,100,59.439
68,76,3.685
68,77,7.58
68,78,11.3
68,79,16.998
68,80,7.511
68,81,5.393
68,82,10.85
68,83,11.458
68,84,6.127
68,85,11.396
68,86,9.08
68,87,14.223
68,88,10.368
68,89,8.595
68,90,2.567
68,91,5.29
68,92,9.97
68,93,11.757
68,94,9.136
68,95,23.34
68,96,21.603
68,97,20.457
68,98,8.583
68,99,8.82
68,100,2.46
65,101,6.919
65,102,31.816
65,103,7.293
65,104,20.68
65,105,13.407
65,106,6.65
65,107,12.519
65,108,8.425
65,109,12.545
65,110,10.716
65,111,17.234
65,112,13.119
65,113,17.408
65,114,11.293
65,115,16.556
65,116,32.002
65,117,16.638
65,118,20.478
65,119,9.622
65,120,8.987
65,121,9.04
65,122,6.421
65,123,5.921
65,124,5.8
65,125,9.442
66,101,27.522
66,102,10.013
66,103,27.377
66,104,21.528
66,105,20.669
66,106,27.453
66,107,21.155
66,108,26.727
66,109,26.165
66,110,19.955
66,111,19.495
66,112,23.599
66,113,25.762
66,114,28.087
66,115,30.177
66,116,9.271
66,117,30.258
66,118,19.526
66,119,25.183
66,120,21.683
66,121,21.736
66,122,31.688
66,123,29.408
66,124,24.463
66,125,25.919
67,101,57.433
67,102,66.677
67,103,56.548
67,104,56.04
67,105,57.074
67,106,57.364
67,107,55.601
67,108,55.395
67,109,55.627
67,110,59.67
67,111,72.015
67,112,56.2
67,113,55.069
67,114,54.374
67,115,49.486
67,116,70.729
67,117,49.567
67,118,61.583
67,119,61.53
67,120,58.205
67,121,58.258
67,122,63.406
67,123,58.062
67,124,64.669
67,125,57.324
68,101,7.297
68,102,19.625
68,103,7.152
68,104,7.99
68,105,1.514
68,106,7.228
68,107,0.727
68,108,2.547
68,109,1.661
68,110,4.592
68,111,16.283
68,112,1.45
68,113,6.19
68,114,3.299
68,115,8.984
68,116,23.677
68,117,9.065
68,118,6.424
68,119,4.958
68,120,5.725
68,121,5.778
68,122,14.036
68,123,8.313
68,124,9.844
68,125,3.533
65,126,25.168
65,127,26.284
65,128,6.677
65,129,19.141
65,130,25.087
65,131,24.403
65,132,18.51
65,133,14.503
65,134,27.021
65,135,26.3
65,136,23.977
65,137,25.571
65,138,23.637
65,139,34.672
65,140,12.439
65,141,20.129
65,142,25.542
65,143,7.838
65,144,16.277
65,145,21.296
65,146,35.922
65,147,29.623
65,148,22.194
65,149,22.887
65,150,26.409
66,126,29.587
66,127,18.625
66,128,23.287
66,129,27.496
66,130,10.637
66,131,18.054
66,132,19.357
66,133,25.829
66,134,27.063
66,135,23.123
66,136,19.432
66,137,19.601
66,138,20.349
66,139,11.125
66,140,19.487
66,141,19.737
66,142,26.402
66,143,22.515
66,144,14.433
66,145,14.421
66,146,9.325
66,147,11.455
66,148,15.852
66,149,13.279
66,150,20.284
67,126,42.931
67,127,54.427
67,128,65.546
67,129,53.433
67,130,71.492
67,131,78.403
67,132,59.621
67,133,52.859
67,134,46.761
67,135,50.341
67,136,78.759
67,137,54.909
67,138,55.377
67,139,69.533
67,140,60.702
67,141,74.91
67,142,47.095
67,143,65.95
67,144,63.056
67,145,75.297
67,146,70.783
67,147,75.849
67,148,61.913
67,149,62.606
67,150,82.132
68,126,17.596
68,127,17.982
68,128,6.762
68,129,11.586
68,130,14.632
68,131,21.544
68,132,4.517
68,133,5.849
68,134,19.466
68,135,18.69
68,136,22.045
68,137,18.958
68,138,16.027
68,139,22.481
68,140,2.281
68,141,23.671
68,142,17.987
68,143,8.84
68,144,6.575
68,145,18.437
68,146,23.73
68,147,18.99
68,148,10.002
68,149,10.695
68,150,25.272
65,151,16.197
65,152,12.839
65,153,32.149
65,154,8.859
65,155,12.562
65,156,25.103
65,157,32.002
65,158,25.168
65,159,25.864
65,160,2.732
65,161,2.732
65,162,29.995
65,163,24.906
65,164,22.185
65,165,31.296
65,166,16.532
65,167,23.416
65,168,26.728
65,169,10.225
65,170,20.857
65,171,25.864
65,172,25.196
65,173,17.1
65,174,30.717
65,175,24.422
66,151,15.657
66,152,21.071
66,153,9.524
66,154,26.115
66,155,19.897
66,156,26.957
66,157,9.271
66,158,29.587
66,159,10.743
66,160,27.679
66,161,27.679
66,162,15.97
66,163,10.455
66,164,19.03
66,165,10.319
66,166,24.886
66,167,31.77
66,168,19.106
66,169,20.045
66,170,29.916
